"# 文本key","文本value"
"string","string"
"e6e088cfa2e394e280f4b917671a0e56","Подождите минутку! "
"17fb4fb92c1269ed0f5d84a7775956e2","Как раз когда вы собирались достать немного серебра, вас строго остановили! Из таверны вышел красивый мужчина, одетый как ученый. "
"8e11e0af06446ce167c80a2b49118c58","Среди бела дня он грабил людей на публике и выдавал себя за представителя императорской династии. Он такой смелый! "
"552b49f5f8f4404361c05d5e6a3671ed"," (судя по всему, это недалекий гость!)"
"eb54b1a727b918805fd20f31e3d2970c","О? Кажется, эти герои собираются отстаивать справедливость? "
"a0af9db6b18e5afb465b1b50d5b11cd1","Ну и что, если ты притворяешься? Посмотри на свои тонкие руки и ноги, мне даже ничего не нужно делать, тебя унесет ветром! Если вы знаете, что для вас лучше, уходите отсюда! "
"b5211a2ba478cfe7e7b2ba0a8cef406a"," (Хотя этот человек выглядит хрупким, он, кажется, обладает непостижимой внутренней силой...)"
"2ef699b38b72fc8412016d7f8c869162","Перестань говорить ерунду и сделай свой ход! "
"8050f1f1a4ced32e8d56780b281ed5bc","Эй, ты хочешь умереть? Тогда дедушка тебе поможет! "
"a4ae46e85ac609c65962b870d8dd8aa9","Через несколько ходов оба бандита были побеждены и блевали кровью"
"0682375f7b15d275b450f2c6b8fba280"," (Какой резкий ход!)"
"6dc8b48c98502b85195a788406e361a8","Ааааах! "
"8434394b54c48a127e56b95a66a684a5","С такой мощной внутренней силой, может ли быть, что ты——"
"79e7298503b04fd7cd1c8a631449bd20","Прежде чем они успели договорить, мужчина ударил их обоих ладонью, и они мгновенно умерли! "
"4b4bd6103cb3f253ade1751c9a9bbfb3","Затем мужчина повернулся и посмотрел на тебя. "
"307772e02d00f141382164ee6a587ea9","Молодой человек, эти двое грабителей вас не тронули, не так ли? "
"bcf9a95a8140be91b11346c6a25ae00a","Спасибо за помощь, я получил лишь незначительные травмы, которые можно вылечить, применив некоторые лекарства. "
"a2fd72a8fec8fd1dc409f8d24ad8b52e","Это хорошо. "
"a409c0facf811eae962b0b4944b27763","Мой дорогой герой, ты обладаешь огромной внутренней силой и мощными движениями. На самом деле нельзя судить о человеке по его внешности. "
"dfbc7eacfe65d7ea24c9a14c4f323d2c","Молодой человек, вы шутите. Я знаю лишь немного о боевых искусствах, которые использую для самообороны. Это не о чем упоминать. "
"cb446623fe6fc463ac95c0d13b64a454","Сегодня я увидел, как эти два вора совершили грабеж под знаменем династии, поэтому я помог им спастись от правосудия. \\nОднако я не смог контролировать силу и лишил их жизни. "
"2d668cb9afd21b055a4b74ec6c988694","Я не знаю, кто этот герой. "
"8da5957a58355406323231c88a26a348","Моя фамилия Чжао (zhao), а моё имя Чжэн. Можете называть меня просто по имени. "
"ce7f829e7c5e8a1ddd69455ba036a7c5","Ты выглядишь как член секты, но я никогда не видел тебя одетым так. Откуда ты? "
"222f3d22876b62fb05204355a3496e56"," (Скажи правду)"
"ebd72a920154c2403a136ed93d66a1ed","Ваш опыт действительно странный, но, думая об этом человеке, который спас вам жизнь, вы решаете рассказать правду. "
"7e70fb4fd9eb7f53e48bd20ac878ed33","На самом деле, я приехал из Великой Глуши много лет спустя. "
"b405d3629400c0f8c209682e2a7baf65","Что это значит? "
"147888ee3e2bd8710bd38ceea048d462","Ты рассказываешь Чжаочжэну правду о том, как ты сюда попал. "
"d1054db92286719cbec52e01bcb0fd80","Понятно. Итак, вы из будущего, и в будущем за вами охотились имперские силы, а потом вы оказались здесь? "
"1e034fe60136240f2fb6f62cb14816da","Вот и всё. "
"c1d1ec54ee7125ea0c1c7604b9a6bb6a","Услышав это, Чжао Чжэн громко рассмеялся. "
"e7806744b1643756d6cb0d4a5bc0c133","Ха-ха, молодой человек, у вас действительно бурное воображение. Может быть, он испугался этих двух воров? "
"cd7fb7fba0a887d6f802cde706da98a2","И, по-вашему, династия в конце концов рухнула и распалась? "
"476dbc25864016325a6a9a1536eed113","Да, говорят, что он сражался с организацией под названием «Восьмиликий Черный Воробей», и обе стороны понесли тяжелые потери, а затем в конце концов удалились от мира. "
"ff5ee047cc068693c038cc99ba20186f","Сказав это, Чжаочжэн, казалось, погрузился в раздумья. "
"9bb5d1b75a579443b3bb5b558af6369b","Что не так с братом Чжао? Почему ты выглядишь таким несчастным? "
"735cfaf014c5e27c130e6dd7600c6cb2","Ничего не происходит, не принимайте это близко к сердцу. "
"3a94ca3818d0051f03178d73bbd25bf7","Если то, что вы сказали, правда, каковы ваши планы на следующий шаг? "
"18c83f9a0c02b01142d3ce440c9ee717","Мы можем делать только один шаг за раз и смотреть, что произойдет. "
"df07cc1ae6ae4edbefcb010d0b3cdeef","Но, несмотря ни на что, нам все равно сначала придется отправиться в Династию. "
"6af6131280d1ddcea2e8b6228f72f435","О, я волнуюсь. Я слышал от других сект, что нынешняя династия хочет объединить мир боевых искусств, и, похоже, это очень жестокая сила. "
"d50108c5d6d4dd186840f2c4b1e16049","Что за люди эти остатки династии в пустыне, где находится молодой герой? "
"cb2e2fdb40e4f2ad93418d78c3d74402","Это группа жестоких людей, которые убивают всех, кого видят. Множество невинных людей погибло от их рук"
"ae8b8b6c0ee3ffdef3951f9508ace604","Поэтому я боюсь, что мое путешествие будет сопряжено с опасностью. "
"36fc2acbc9dced28f58c2c4a2537e730"," (Амбициозная организация)"
"5542a4558f2ea264f9b4de43891cbd92","Я думаю, что это группа очень амбициозных людей. В этом мире сильные охотятся на слабых. "
"2732defa7dc8dd08eb61087479a0bc09","Я не имею права судить их. "
"bbb296c66f8b0e6f44e86536ef08fba7","Чжао задумался, затем продолжил. "
"d76536be86ce50976d4ae198e3f9c990","Молодой человек, кстати, я также слышал некоторые сплетни о Владыке Династии из других мест, которые могут оказаться вам полезными в вашем путешествии к Династии. "
"040f4666c75da02b689599f78a53c271","Что знает брат Чжао? "
"da4acc010c76b875b1bddc608fc37ac2","Говорят, что когда Хуан Чаочжу был молод, он был сыном знатной семьи. Его отец был самым богатым человеком в городе, и с детства он жил в роскоши. Его семья зарабатывает на жизнь бизнесом, поэтому им неизбежно приходится иметь дело с людьми из преступного мира, и большинство из тех, с кем они имеют дело, происходят из известных и порядочных семей. "
"2e4130d949417cb62bf382fa9addd434","Однажды его отец получил Да Хуан Дан из Западных регионов. Говорили, что это редкое сокровище. Его употребление в пищу могло значительно повысить боевые навыки мастеров боевых искусств. Все основные секты хотели получить этот Да Хуан Дан. Его семья сразу же стала занозой в глазах основных сект. Эти секты сделали все возможное, чтобы заставить его отца отдать его. "
"b4135bd3d8e4ac2588bf6e7c957572ab"," Его отец не мог выносить издевательств, поэтому он вместе с семьей в ту же ночь сбежал. Однако..."
"c559dbcf083d4b452b8b7443853b5c7b","(слушайте внимательно)"
"025f88ee8f61322e907ad35762a87a35","Кто-то слил новости, и когда они достигли пустыни Гоби, их окружили все основные секты. Лидер дал им два выбора: отдать Великую Пилюлю Омоложения или быть уничтоженными. "
"3dfa5fb6271c2e9ebcec6b6ffde19be8","Его отца заставили отказаться от Великого Хуан Дан, но кто бы мог подумать, что после того, как они захватили Великий Хуан Дан, они все равно убьют всех членов его семьи, просто потому, что то, что они сделали, было не совсем порядочно, и распространение этого дела повредит их “знаменитой и честной” репутации в мире! "
"1113e4d075dc6e1a8145fbcea31c8a98","После этого люди из этих сект начали сражаться за обладание Великим Хуань Даном. Земля была наполнена криками и дракой. Безжизненная пустыня Гоби превратилась в море крови и трупов! "
"841cb60e78ba56b585f387c97a0c6313","Император, который в то время был еще ребенком, был настолько худым, что спрятался в потайном отделении кареты и сбежал. "
"91711a26f35d474d41afe033ec6653e4","Глядя на трагическую сцену, император, который был еще ребенком, в полной мере увидел уродливые лица этих сект боевых искусств. Он был чрезвычайно зол на то, что такой презренный человек смог преуспеть в этом мире. Поэтому он подумал, что если бы у него была такая возможность, он бы обязательно уничтожил этих подлых людей и создал мирный и стабильный мир боевых искусств. Позже была основана династия. "
"921ce2672cee0f98035acf8cf4d4fe77","Это действительно уникальная история. Откуда брат Чжао услышал это? "
"59e6b538fbf47c7d1ba94b71ab265f1f","Не помню, может быть, я это услышал, когда выпивал. Надеюсь, эта история будет вам полезна. "
"2df831d8c08235ac5b471c352fcc1729"," Очень полезно, спасибо, что рассказали мне об этом. "
"0a3465d9c2a6926bc442509f53608c67","Вы с Чжаочжэном продолжаете общаться, и когда вы собираетесь расстаться, Чжаочжэн внезапно спрашивает"
"eb22ee5538b7f17d90178bb7a29cb81b","Кстати, молодой человек сказал, что хочет отправиться в Императорскую династию. Ты знаешь дорогу туда? "
"cc107eb1a230ae13a7f15809a3b4930d","Это...После того, как брат Чжао сказал это, я вспомнил, что не знаю дороги. "
"7126dcd2a4a41cac0e0aa98d8286db79","Но это неважно, я могу поспрашивать. "
"9ac56cd143f5abb1954c6cb54b6c13a8","Если подумать, я знаю путь к императорской династии. Если вы не возражаете, я могу вас проводить. "
"a9b513fa4233ccdd4aeec0e79b62b033","Это здорово. Спасибо, брат Чжао! "
"5d3002a24a2df9e2c35f587f91b6092c","Но сегодня уже поздно. Предлагаю вам отдохнуть ночью. А что если отправиться в другой день? "
"fa88cf574a56ec82f79da88f7824c585","Всё верно, брат Чжао, увидимся завтра! "
"92b5879a4f720803c1a46ff5ad24518b","Вы с Чжаочжэном прощаетесь друг с другом. "
"521cf160823613363236c18b2670cab3"," (Брат Чжао действительно удивительный человек. Он не только эксперт по боевым искусствам, он также много знает и скромен.)"
"8797922788916874c39ee1524bbc3638","Подождите"
"8c0f78b4030c1cc4331ec8d240ed35ad","Вы встретили рыцаря по имени Чжао Чжэн и согласились отправиться в династию на следующий день. "
"6aec0cf904f780c7a73d4f34dae28a80","На следующий день в 7:00-9:00 отправляйтесь в город Лунцюань, чтобы найти Чжаочжэна"
"e244228249c6849e7f3d08d4695591ad"," (Если завтра меня будет сопровождать брат Чжао, поездка к императорскому двору может оказаться намного проще.)"
"589ae700dd11d6c5aa897fa2805c675e"," (Жестокая организация)"
"73e1175c26ee2cc645b3fefebbb0b054","Я думаю, что это группа сумасшедших людей, которые пойдут на все ради достижения своих целей и не имеют даже самых элементарных представлений об обществе. "
"adb3357d9ff624a9c8b2e2cf8af3f4a1","Вполне естественно, что в конечном итоге он потеряет поддержку народа. "
"5ee2cd3eff97e19a34666e48ccb246f7","На следующий день вы отправились в условленное место. "
"eaa5f186ed6495b4e03182f575c3dc25","Чжао Чжэн прибыл рано, держа в руке копию «И Цзин» и внимательно ее читая. "
"54c03836dd983ce693ccf6f76d2153b3","Брат Чжао, ты ведь долго ждал, да? "
"7ac5d0c897706eae0b6451fe045e804f","Нет, нет, я тоже только что приехал. "
"f29c57d7f9ad4033d1bb49d5bc8adb84","Теперь, когда все здесь, давайте скорее отправимся в путь! "
"6638a8c5819fe41c73089b99eb30ab92","Перейти к Династии"
"2944d2ea10084c94d01ac558803808f6","Вы встретились с Чжаочжэном в условленное время, и теперь вы отправитесь с ним к императорским войскам. "
"9b305d75d0d9c1df1c6fc10647d62102","Перейти к сюжету «Династия»"
"3deff659956300da27349c0e52a65942","曌"
"0f756c3fad32e4bf2d50357afceaf678","正"
"ad0e4eb0b8e9a3520593c424e11fd60e","Вы с Чжаочжэном болтали по дороге и вскоре прибыли к воротам столицы. "
"d49ae77f2ec95facade2deddb41e2467","Ох, ох! Это главный город династии? Это так великолепно. "
"35ab0993dfe5de1e96cbd9efec72e84d","Нет, это Запретный город, который находится под юрисдикцией Уголовного департамента Пяти департаментов династии, и которым командует Юнь Тяньцзинь, подчиненный Лорда династии. "
"bdd99d9a001ae5bfacce951d3be1785b","Министерство юстиции? "
"62fc8fb604ccb05f1a41471f1835e294","Молодой человек, вы, возможно, не знаете, что нынешняя династия состоит из пяти министерств, а именно Министерства юстиции, Министерства войны, Министерства обрядов, Министерства доходов и Министерства кадров, а власть принадлежит императору династии. Оставшиеся четыре департамента — это департамент города Бинтао Министерства войны, академия Хунжу Министерства обрядов, департамент Юйбайцзя Министерства доходов и департамент города Цзяоху Министерства кадров. "
"0cc140472505d481f8926cda4d18e767","Вот так оно и есть. Похоже, в династии есть не только те, кто марширует и сражается. "
"0471203ea1af15fb34010ce601c72a14","Именно так. Слухи всегда преувеличены. "
"5a2fdead2cd91b363b18af0f7a5f7cfa","Если вам интересно, мы также можем перейти к остальным четырем частям и взглянуть на них. "
"91a85ef2b4cba466f74b411b309da88c","Мне очень интересно. "
"0318ba923460200b404c80d03c4c5dd6","Но если бы люди императорской династии увидели, как мы вторгаемся на чужую территорию, это бы коснулось брата Чжао. "
"db8e7723cd0c4981d46f59c56dcd97aa","Это правда... "
"2ed7477be69d053904607b43d14d4ea4","И тут откуда-то издалека внезапно послышался шум. "
"3fd4f064227736133e84d2764a023b69","Что случилось? "
"19c2b9f2dc558d620fc6ee21e89f99ac","Не знаю, что за шум, пойдем посмотрим. "
"891908cdc78d82f077a45d79753e7cdf","Отправляйтесь в шумное место"
"fd8f622e9bc13756d10e452c53e65c1a","Кажется, в династии происходят какие-то беспорядки, и вы решаете отправиться с Чжаочжэном, чтобы выяснить, что происходит. "
"77b0d8f0f4bfbe7fc88d99e8f332b8e8","Идите и осмотрите Династию"
"f6d531c411cd2a66d9200862bd31c28a","Вы с Чжаочжэном пришли в это шумное место и спрятались в стороне, чтобы понаблюдать. "
"8cd5b813051efd7909784886b882d26c","Несколько человек из разных сект окружали безродного человека, одетого в императорскую одежду. "
"6c07ec2acb5550990df5ac586d1cfd9f","Юнь Тяньцзинь! Все в вашей династии зловещие и порочные. Вы разрушили правила, установленные различными сектами, заставив всех в мире боевых искусств чувствовать себя неуверенно. Это действительно невыносимо! "
"bc9387430bcda51cf63858679e7eb98d","На этот раз мы здесь, чтобы вершить правосудие от имени Небес! "
"0bb354a26cbfe1a509accc5b68899219","Донор, ты уже совершил много грехов. Только отложив свой мясницкий нож, ты сможешь стать Буддой прямо сейчас! "
"a595acee9bc21f6a2b999fabb699484e"," (Шепотом) Брат Чжао, похоже, другие секты нападают на династию. "
"3c073eb8c35bb85975be05cd19536504","Осажденный беспомощно почесал голову и нетерпеливо ответил"
"b7833d23cd76229c21778c67b3a686d0","Вы, ребята, приходите на мою территорию каждый день, чтобы устроить неприятности. Как ни отгоняй одну группу, другая группа прилетает, как мухи, и прилетает без конца. Это действительно раздражает! "
"87553034101162f0e927e08a0e25b48f","Разве вы, ребята из известных и порядочных семей, не следовали своим правилам “цзянху”? Лицемерные ребята, не могли бы вы прекратить нести чушь и перейти сразу к делу? "
"62eff55cfd64a072f60bd406903b4541","Мы пытались убедить вас по-доброму, но вы отказались слушать! Похоже, сражаться мы можем только оружием! "
"4f012a1bbe34c59d57029dbcd026f247","Вот именно, позвольте вам, крысы, увидеть мою пальму Цанлан! "
"98cb20907bdaf4d55a7968021f19d774","Сказав это, Юнь Тяньцзинь начал практиковать свои навыки. "
"9b45948e0bdf10460835e937f1bd3b46"," (Какая сильная внутренняя сила, достойная быть генералом при императоре!)"
"219d0e35549da2832b6ddbc4d3a4230b","Хотя Юнь Тяньцзинь был сильнее, он уступал в численности и вскоре был побеждён. "
"f732a1f7e11a7303f82d909a0e60d807","Юнь Тяньцзинь, ты помогал злу и подстрекал его и действовал по собственной воле. Что еще я могу сказать? "
"91d992ecccbb236a05b617a4cd0be5b4","Сегодня день твоей смерти! "
"f24e97b0ca184dd1c13960add5a59d7f"," (Молитвенный жест) Да помилует меня Будда. Хорошо, хорошо..."
"907822a53cb4a1132c0da8159e9a21d2","Чёрт возьми... Если бы здесь не было императора, у вас, кучки негодяев, не было бы возможности действовать здесь так безрассудно..."
"99cf847d078167263813c9fcbac46c10"," (Полагаться на численное превосходство действительно стыдно!)"
"ebf38e9e076ec9994d91d074b2076069"," (Шепотом) Независимо от того, хороша династия или плоха, использование большего количества людей для победы над меньшим войском действительно является чем-то подлым. "
"0f235df68ffd40294643bd5651c57449"," (Шепотом) Брат Чжао, я прав? "
"9729af679e452b2fa94a2456d03d0f96","Хмм? Брат Чжао? "
"2663c287d8e734d02049a9e40ecfa57a","Вы посмотрели в сторону и обнаружили, что Чжао рядом с вами исчез. "
"96b91b3f6158b8b465cebd1a7db49846","Где люди? "
"d960b1febcfe70746a4137ced9995ff3","Но сейчас тебя это не волнует. Вас больше беспокоят разногласия, происходящие неподалёку. "
"1a6ae0d22bbfb66314908a35410819bb","Умри! ! "
"7a3b6e0affd2773146f85c8dafd856e2","Как раз в тот момент, когда Юнь Тяньцзинь собирался быть забитым до смерти, ты вмешался, чтобы остановить его. "
"b914e8b27d4aa70199937a2496a28632","Кто ты? Судя по вашей одежде, вы не похожи на прислужника династии. "
"790e37d3117a56665a2b8948d7cd1281","Я? Просто проходящий мимо рыцарь. "
"9d9546280c9b04695cfb58cb8a8ae321","Неважно, какие у тебя обиды..."
"df4fbd76580ead4f4b66813677e42f21","Но ведь не подобает, чтобы несколько человек сражались против одного человека, верно? "
"d45893e2a182ceb75d725ee3fd6808eb","Может ли быть так, что этот молодой человек новичок в мире боевых искусств и никогда не слышал о Хуан Чао, зловещей секте? "
"777a93ca5a39dbbc68c2a3c6e59fe11a","Я немного слышал о Династии. "
"5212d172974d3c967287bc3dd6559496","Но даже если «Династия» на самом деле является культом, чем ваше поведение, заключающееся в использовании чужого несчастья и издевательстве над меньшинством, отличается от поведения членов культа? "
"b74ba28db1ff2da5f1f2a8bbd1ce9578","Эта династия перевернула весь мир боевых искусств. Как мы можем продолжать говорить о кодексе поведения, имея дело с этой группой членов злобного культа? Они сами этого просили! "
"f19dd52f163a38ffc1946b309e762b3a","Я вижу, что у тебя узкий ум, но ты не можешь отличить добро от зла. Даже к этому злодею нужно относиться с добротой. "
"cb112621cc0585024b7ba5df2beb7cac","Донор, это великая доброта — исправлять свои ошибки сразу же, как только их осознаешь! "
"fb01a1989dc2c8a4d32b4bbde550abdf","Хозяин, перестань с ним разговаривать. (Смотрит на тебя) Уйди с дороги! В противном случае я позабочусь и о тебе! "
"6bae087c195c82259c988900fd9b488e","Если вы попросите меня отойти в сторону и я это сделаю, не потеряю ли я из-за этого лицо? "
"44a1b308c21dbbb8fdd9e204fba95032","Ну, раз уж ты настаиваешь на том, что ты благородный человек, не вини нас в грубости! "
"627c3774c32bffd668c58c1a07ffc68f"," (Другого пути нет. Поскольку я должен высказаться первым, я должен придерживаться своего мнения.)"
"6738499130c46455d99df35e3079b03b"," (Если я окажу услугу Юнь Тяньцзину, возможно, я смогу приблизиться к династии и разгадать тайну, почему я сюда приехал!)"
"759237a9ce86f81423cabba8c8aa7f2f","Эти трое были очень искусны в боевых искусствах, и вы были быстро побеждены и поставлены в невыгодное положение. "
"319670f06b2a739bbe3d167980582766"," (Чёрт возьми... Он был таким жестоким...)"
"728059d6c7adf97eafc839ab87aca263"," (Это определенно для твоего убийства!)"
"3de1dd1407b3d77654d29057c47b97e5","Ты был неосторожен и не смог защитить себя, поэтому тебя ударили ладонью, и ты откатился в сторону от Юнь Тяньцзиня. "
"e47b3807284c42e6a78db8f841be6980","Фу! "
"c22f8992715463b8afcf52ba22cddc40","Извините, молодой человек, вы рисковали жизнью, чтобы спасти меня, но вы сами в опасности"
"57171aac3188c2dec6eb5b73fcb323aa","Учитывая, что у тебя есть некоторые способности, было бы жаль тебя убивать. А как насчет того, чтобы просто уйти с дороги и сделать вид, что ничего не произошло? "
"c6dbf331eff0b61a3f236f22069b40a1","Нет! Больше всего я ненавижу таких людей, как вы, которые творят несправедливость во имя справедливости! "
"67c665787f3051a672126f8ecc9bcc4a","Увы, если ты хочешь умереть, я не буду тебя останавливать. "
"6f11709a23bd45ef9be768479bfc503e","Прими свою судьбу! "
"480194e7a2995115f87d89efe93c8854"," (Все кончено, больше не спрятаться!)"
"f3926de38e4fb708998b94556b97c873","И тут из ниоткуда появилась фигура. "
"901aa93bc09de5af47b7f2d1d883273c","Брат Чжао! "
"6e78eb8d52865e9e322aa1dbb6deda17"," Я увидел Чжао Чжэна, стоящего перед тобой и Юнь Тяньцзинем, и обернулся, чтобы посмотреть на тебя. "
"819856b8edb7a0f7e12a2e9bd8df2004","С тобой все в порядке? "
"99731b24e8323f1a21c7fbc05fb0129f","Я получил некоторые внутренние повреждения, но ничего серьезного. "
"1ccc4e63fb6ebe3700f02e2cc8099085","Тогда я чувствую облегчение. Остальное предоставьте мне. "
"a7dcf6d23f57856d6d9deef6e649e3c3","Чжао Чжэн мрачно посмотрел на троих людей перед собой. "
"60a895c6b63197d52869c7ff4a0ea516","Твой противник — я! давай! "
"bf9f2b3ab9ab850534361c44d0477a68","Затем Чжаочжэн подошел к трем людям. Трое мужчин, похоже, очень боялись Чжао Чжэна, поэтому они отступили один за другим. "
"ae9013f9eea03e6b24f5743e38beef41","Что? Разве вы не были очень высокомерны сейчас? Вы боитесь, когда видите брата Чжао? "
"930b0d8d2315dbc3e8f5684de4819b7a","Чёрт возьми, в этот самый момент..."
"d2f6b8fd2215b62a15257ba3ba82e4d9","Тск! "
"b19f32c070fe9ecafe5c74804a1f2233"," (Глядя на тебя и Юнь Тяньцзиня) Сегодня вам повезло. Мы обязательно когда-нибудь снова придем к вам в гости! "
"dcbd74e87a624b6424c294200255e391","Из тридцати шести стратегий бегство — лучшая! "
"90dbb3a0426b0e51afac71549ef24226","Затем все трое сбежали без боя. "
"dc56dbd9b747d43891fb7c643c3e9b6a","После того, как все трое ушли, Чжаочжэн подошел к вам и помог вам с Юнь Тяньцзинем подняться. "
"d1968c1e08bbaaf9883e6cd992cd70c5","Спасибо, брат Чжао! Спасибо, что вы прибыли вовремя, иначе мы бы здесь умерли. "
"f889545b6acc7eb8093dd9c7e190171a","Ты действительно силён. Эти трое были напуганы. "
"12c93e3f34da173eb562b7e3090db15e","Но почему ты вдруг исчез именно сейчас? Вы торопились? "
"a08fbaeddab54b4a10f7e34354bef320","В этот момент Юнь Тяньцзинь рядом с ним внезапно опустился на одно колено. "
"996081d1abc47ae5985e8392584c6f7f","Простите, Ваше Высочество! Я не выполнил свой долг по охране Запретного города, и теперь Вашему Высочеству предстоит спасти меня. "
"5c42e99b2fd3220f2ce7a1353774027e","Ваше Высочество? Кто это? "
"bc7a7b69dab4cbad170e50d0391bd478","Подумайте об этом. Сейчас есть только вы, Юнь Тяньцзинь и Чжаочжэн. Следовательно, “Ваше Высочество”, о котором говорит Юнь Тяньцзинь, может быть только Чжаочжэном перед ним. "
"79cce5bdaf29898a297c4f88dfc7d74c"," (Глядя на Юнь Тяньцзиня) Тяньцзинь, я давно тебе говорил: не действуй смело, когда тебя провоцируют. Если бы не мой близкий друг, который рисковал своей жизнью, чтобы спасти тебя, ты бы погиб здесь! "
"e99196c020a161ad00930811945df2c3","Я заслуживаю смерти, Ваше Высочество, пожалуйста, накажите меня! "
"91913e71b214028d2fd6c9fc971ee1f7","В этом случае ты можешь получить мою пощечину в качестве наказания! "
"f195ec985117bdff60606386c6d6679d","Подождите, подождите! "
"cf807fcdc32fd4bb1a3895cd0495385e","Брат Чжао, что имеет в виду Его Высочество? "
"4e913215efd6ad003fc30248b25554b4","Юнь Тяньцзинь сбоку поспешно сказал"
"9a3f427cd6c08ebcb548c9e2f7bfa8f1","Молодой человек, вы стали близкими друзьями Его Высочества, но вы не знаете личность Его Высочества? "
"ba20281d4ed25a98fda8c14407f70059","Ваше Высочество — лидер нынешней династии, владыка династии! "
"910e8e24062bdbaf79784b252651d905","Хотя вы знали, что Чжао Чжэн не простой человек, вы не ожидали, что он тот император, которого вы искали. "
"df8ba0e619568ed2caa7a8d78b16f8a9","Тяньцзинь, ты готов к наказанию? "
"720427c898c6cbd8ed3a17f7910f1cf6","это..."
"e615fe4d49e265b561cf43df0de8ff84","В этот момент высокомерный Юнь Тяньцзинь даже закрыл глаза, его тело слегка дрожало. "
"1adda564d4921400531ecfd69575ff97","Брат Чжао, забудь об этом. Сейчас он серьезно ранен. Он может умереть, если вы снова ударите его ладонью. "
"0ecd324ce667720b07d03c5effcd72b7","Да, это правда. "
"a9d62a7f4f1ed8da59c84613238eadcf","Сказав это, Чжаочжэн отложил свои навыки. "
"15fac479b55801e26e3a6f6f8ce0ce37","Тянь Цзинь, если бы мой друг не умолял за тебя, я бы никогда не отпустил тебя так легко. Следующего раза быть не должно. "
"1631af570831152945fc266e4daf43ae","Пожалуйста, помните..."
"87c89eff920fd3ff3bf8364149bf8737","Вы не знаете, что сказать, и ситуация на мгновение становится неловкой. "
"ce42cc2da651e5dc15f1a4774d0b3b09","Увидев, что ты замолчал, Чжаочжэн заговорил первым. "
"684c5aa2888a0889213eb7fbdcf15382","Юнь Тяньцзинь был серьезно ранен. Сначала я отвезу его на лечение. "
"d4a4615d65455de1208ec4bdea9a7635","Если вам есть что сказать, давайте поговорим позже! Что бы вы ни хотели знать, я отвечу вам честно. "
"230a3329ebcee0d1d85ae39c3ca5f1c3","Хорошо..."
"c99451aa48c2be037cd99729d59a206a","После этого Чжаочжэн первым увел Юнь Тяньцзиня"
"3fc45c5ea2c9435f48f6ef70e6f91d8c","Владыка династии"
"4479a7faa08decf56195d5eb612d7c9b","Я не ожидал, что Чжаочжэн окажется грозным императором. Чжаочжэн обещал тебе все рассказать. Через некоторое время снова найдите Чжаочжэна. "
"35b8a713f787962e275bb7f31e022326","Позже я найду Чжаочжэна"
"d4fab87af4be0dc23590dcb239d035db","Давай позже найдем Чжаочжэна..."
"73fadcac97162c66578c5ba68099fee2","После выздоровления ваши травмы в основном зажили. "
"4e9ddb772fd2530198b38f3197d50d30","Затем вы с Чжаочжэном вышли на открытое пространство. "
"0a41415bbeda0cf3ef1556bc1e5fe9eb"," (Я не ожидал, что элегантный Чжао окажется грозным императором.)"
"9fc17ddb0d2203098357a870a1720fd9"," (Немного неловко, не знаю, что сказать...)"
"094842e826532229b5889d97a226517d","Чжао Чжэн заметил ваши мысли и заговорил первым. "
"d41e8625dce3ec2d49d9ffb950a86f68","Несколько дней назад мой приемный отец наблюдал ночью за звездами и сказал, что в город Лунцюань прилетит инопланетянин. Этот человек может помочь мне добиться великих дел и сделать династию беспрецедентно процветающей. "
"8bae5ad057198ba7a75d8214404a0670","Поэтому я замаскировался, скрыл свою личность и отправился в таверну «Лунцюань», чтобы выяснить, что происходит. С первой минуты, как я вас увидел, молодой человек, я понял, что вы тот, кого я искал. "
"48c01fcb3b60bb57827ec7154131627d","Так это ты организовал тех бандитов, которых ты убил? "
"43b89983d58a0d90fa69c4562ff0ddcc","Клянусь, что не знаю этих бандитов. Но я действительно зол на то, что эти воры совершают грабеж от имени моей династии. "
"af4476b8870d4a7bdb87cb04e5bf15d8","Но я не смог контролировать свою силу и случайно убил их. Это действительно была моя вина. "
"fae99feecff709aa7e12593ffa0bce53","Итак, почему же знаменитый Император-Владыка обратился именно ко мне? "
"4ba1dc6c2cf37f61dfb6c808dd4b71e4","Мой крестный сказал только, что прилетают гости из космоса, и больше ничего мне не рассказал. Поэтому я не знаю, что именно от вас требуется, и могу действовать только шаг за шагом. "
"af98a758626b76954ad6ff74cbfbd4a0","Я планировал рассказать тебе все после того, как мы сблизимся, но кто знал, что произойдет сегодня, поэтому у меня не было выбора, кроме как действовать. "
"64bd5be39bf9eff04a9496fefd7daee8","Мне жаль, что я скрыл от вас свою личность. "
"99e344cd24f99cc727106577a2d367a4","Ты что-то скрывал с самого начала, как я мог тебе доверять? "
"3b8aa7f1493ba0c59c9585c221f491c9","Выслушав, Чжаочжэн серьезно сказал"
"cbe76474cc59b2ef5e309580565784ca","Просто потому, что я назвал тебе свое имя. "
"e20b8ba4b7737e87726871f723cf48a5","Имя? "
"76c11e3d1c998b69fe6c7c4a0225e754","Молодой человек, возможно, вы этого не знаете, но, помимо вашего приемного отца, я назвал вам только имя Чжао Чжэна. "
"70fb33f587a6d8868b7e8a99b254d6ee","Те истории, которые ты мне рассказал..."
